lganame,wardname,year,month,t2m_mean,t2m_max,t2m_min,ts_mean,n_days
Burutu,Ojobo,2023,2,26.91,32.01,18.86,26.94,28
Burutu,Ojobo,2023,3,27.0,31.34,23.82,27.1,31
Burutu,Ojobo,2023,4,27.18,30.9,24.63,27.33,30
Burutu,Ojobo,2023,5,27.29,31.38,24.62,27.42,31
Burutu,Ojobo,2023,6,26.09,29.62,23.76,26.25,30
Burutu,Ojobo,2023,7,25.78,29.95,23.34,25.91,31
Burutu,Ojobo,2023,8,25.63,29.58,23.08,25.77,31
Burutu,Ojobo,2023,9,25.86,29.58,23.5,26.06,30
Burutu,Ojobo,2023,10,26.4,30.71,23.95,26.64,31
Burutu,Ojobo,2023,11,26.78,30.86,23.55,26.97,30
Burutu,Ojobo,2023,12,27.07,31.87,19.39,27.01,31
Burutu,Ojobo,2024,1,27.22,32.63,19.42,27.23,31
Burutu,Ojobo,2024,2,27.77,32.95,20.74,27.73,29
Burutu,Ojobo,2024,3,28.33,32.7,25.73,28.48,31
Burutu,Ojobo,2024,4,28.25,31.94,25.84,28.35,30
Burutu,Ojobo,2024,5,27.8,31.9,24.87,27.93,31
Burutu,Ojobo,2024,6,26.7,31.25,24.26,26.94,30
Burutu,Ojobo,2024,7,25.84,29.25,23.67,26.01,31
Burutu,Ojobo,2024,8,25.64,29.33,23.32,25.84,31
Burutu,Ojobo,2024,9,25.83,29.61,23.37,26.13,30
Burutu,Ojobo,2024,10,26.2,30.47,23.51,26.49,31
Burutu,Ojobo,2024,11,27.0,31.53,21.76,27.22,30
Burutu,Ojobo,2024,12,26.85,31.69,18.96,26.7,31
Burutu,Ojobo,2025,1,27.24,32.08,20.1,27.35,31
Burutu,Ojobo,2025,2,27.66,32.43,24.4,27.88,28
Burutu,Ojobo,2025,3,27.94,31.82,25.16,28.21,31
Burutu,Ojobo,2025,4,27.61,31.91,24.93,27.85,30
Burutu,Ojobo,2025,5,27.07,31.56,24.66,27.32,31
Burutu,Ojobo,2025,6,26.38,29.95,23.93,26.64,30
Burutu,Ojobo,2025,7,25.28,28.95,23.03,25.45,31
Burutu,Ojobo,2025,8,24.88,28.59,22.5,25.14,31
Burutu,Ojobo,2025,9,25.31,29.08,23.19,25.56,30
Burutu,Ojobo,2025,10,25.65,29.96,23.2,25.92,31
Burutu,Ojobo,2025,11,26.69,31.29,23.88,27.1,30
Burutu,Ojobo,2025,12,26.73,30.72,24.28,27.01,31
Burutu,Ojobo,2026,1,27.17,32.11,24.41,27.4,31
Burutu,Ojobo,2026,2,27.34,32.92,24.19,27.53,28
Burutu,Ojobo,2026,3,27.68,32.21,24.53,27.97,31
Burutu,Ojobo,2026,4,27.61,31.96,24.28,27.81,30
Burutu,Tamigbe,2020,1,25.91,32.03,16.86,25.77,31
Burutu,Tamigbe,2020,2,27.48,32.65,20.57,27.51,29
Burutu,Tamigbe,2020,3,27.68,31.91,23.58,27.76,31
Burutu,Tamigbe,2020,4,27.44,32.64,23.25,27.65,30
Burutu,Tamigbe,2020,5,27.02,30.97,24.82,27.27,31
Burutu,Tamigbe,2020,6,25.86,29.66,23.52,26.08,30
Burutu,Tamigbe,2020,7,25.03,28.85,22.92,25.16,31
Burutu,Tamigbe,2020,8,24.76,29.04,21.57,25.04,31
Burutu,Tamigbe,2020,9,25.06,28.73,23.04,25.27,30
Burutu,Tamigbe,2020,10,25.59,29.99,23.18,25.82,31
Burutu,Tamigbe,2020,11,26.5,30.7,23.8,26.74,30
Burutu,Tamigbe,2020,12,26.61,30.93,22.66,26.78,31
Burutu,Tamigbe,2021,1,26.78,30.72,23.21,26.89,31
Burutu,Tamigbe,2021,2,27.1,31.27,20.53,27.08,28
Burutu,Tamigbe,2021,3,27.0,31.51,24.11,27.16,31
Burutu,Tamigbe,2021,4,27.17,32.0,24.55,27.22,30
Burutu,Tamigbe,2021,5,26.88,30.36,23.92,26.99,31
Burutu,Tamigbe,2021,6,26.01,30.71,23.36,26.23,30
Burutu,Tamigbe,2021,7,25.37,28.76,22.46,25.53,31
Burutu,Tamigbe,2021,8,25.19,28.35,23.07,25.34,31
Burutu,Tamigbe,2021,9,25.4,29.12,22.77,25.59,30
Burutu,Tamigbe,2021,10,26.05,30.84,23.45,26.31,31
Burutu,Tamigbe,2021,11,26.24,31.3,23.69,26.44,30
Burutu,Tamigbe,2021,12,26.3,31.7,19.32,26.37,31
Burutu,Tamigbe,2022,1,25.12,31.34,16.17,25.01,31
Burutu,Tamigbe,2022,2,26.58,31.98,17.65,26.67,28
Burutu,Tamigbe,2022,3,27.41,31.27,25.07,27.45,31
Burutu,Tamigbe,2022,4,26.95,32.04,24.18,27.09,30
Burutu,Tamigbe,2022,5,26.63,30.44,23.26,26.81,31
Burutu,Tamigbe,2022,6,25.75,29.28,23.16,25.9,30
Burutu,Tamigbe,2022,7,25.16,28.64,22.36,25.3,31
Burutu,Tamigbe,2022,8,24.87,28.76,21.84,25.07,31
Burutu,Tamigbe,2022,9,25.23,28.84,22.96,25.52,30
Burutu,Tamigbe,2022,10,25.84,30.73,22.78,26.13,31
Burutu,Tamigbe,2022,11,26.64,31.59,24.21,26.93,30
Burutu,Tamigbe,2022,12,25.9,30.74,17.8,25.87,31
Burutu,Tamigbe,2023,1,26.09,31.09,17.9,26.04,31
Burutu,Tamigbe,2023,2,26.91,32.01,18.86,26.94,28
Burutu,Tamigbe,2023,3,27.0,31.34,23.82,27.1,31
Burutu,Tamigbe,2023,4,27.18,30.9,24.63,27.33,30
Burutu,Tamigbe,2023,5,27.29,31.38,24.62,27.42,31
Burutu,Tamigbe,2023,6,26.09,29.62,23.76,26.25,30
Burutu,Tamigbe,2023,7,25.78,29.95,23.34,25.91,31
Burutu,Tamigbe,2023,8,25.63,29.58,23.08,25.77,31
Burutu,Tamigbe,2023,9,25.86,29.58,23.5,26.06,30
Burutu,Tamigbe,2023,10,26.4,30.71,23.95,26.64,31
Burutu,Tamigbe,2023,11,26.78,30.86,23.55,26.97,30
Burutu,Tamigbe,2023,12,27.07,31.87,19.39,27.01,31
Burutu,Tamigbe,2024,1,27.22,32.63,19.42,27.23,31
Burutu,Tamigbe,2024,2,27.77,32.95,20.74,27.73,29
Burutu,Tamigbe,2024,3,28.33,32.7,25.73,28.48,31
Burutu,Tamigbe,2024,4,28.25,31.94,25.84,28.35,30
Burutu,Tamigbe,2024,5,27.8,31.9,24.87,27.93,31
Burutu,Tamigbe,2024,6,26.7,31.25,24.26,26.94,30
Burutu,Tamigbe,2024,7,25.84,29.25,23.67,26.01,31
Burutu,Tamigbe,2024,8,25.64,29.33,23.32,25.84,31
Burutu,Tamigbe,2024,9,25.83,29.61,23.37,26.13,30
Burutu,Tamigbe,2024,10,26.2,30.47,23.51,26.49,31
Burutu,Tamigbe,2024,11,27.0,31.53,21.76,27.22,30
Burutu,Tamigbe,2024,12,26.85,31.69,18.96,26.7,31
Burutu,Tamigbe,2025,1,27.24,32.08,20.1,27.35,31
Burutu,Tamigbe,2025,2,27.66,32.43,24.4,27.88,28
Burutu,Tamigbe,2025,3,27.94,31.82,25.16,28.21,31
Burutu,Tamigbe,2025,4,27.61,31.91,24.93,27.85,30
Burutu,Tamigbe,2025,5,27.07,31.56,24.66,27.32,31
Burutu,Tamigbe,2025,6,26.38,29.95,23.93,26.64,30
Burutu,Tamigbe,2025,7,25.28,28.95,23.03,25.45,31
Burutu,Tamigbe,2025,8,24.88,28.59,22.5,25.14,31
Burutu,Tamigbe,2025,9,25.31,29.08,23.19,25.56,30
Burutu,Tamigbe,2025,10,25.65,29.96,23.2,25.92,31
Burutu,Tamigbe,2025,11,26.69,31.29,23.88,27.1,30
Burutu,Tamigbe,2025,12,26.73,30.72,24.28,27.01,31
Burutu,Tamigbe,2026,1,27.17,32.11,24.41,27.4,31
Burutu,Tamigbe,2026,2,27.34,32.92,24.19,27.53,28
Burutu,Tamigbe,2026,3,27.68,32.21,24.53,27.97,31
Burutu,Tamigbe,2026,4,27.61,31.96,24.28,27.81,30
Burutu,Torugbene,2020,1,25.91,32.03,16.86,25.77,31
Burutu,Torugbene,2020,2,27.48,32.65,20.57,27.51,29
Burutu,Torugbene,2020,3,27.68,31.91,23.58,27.76,31
Burutu,Torugbene,2020,4,27.44,32.64,23.25,27.65,30
Burutu,Torugbene,2020,5,27.02,30.97,24.82,27.27,31
Burutu,Torugbene,2020,6,25.86,29.66,23.52,26.08,30
Burutu,Torugbene,2020,7,25.03,28.85,22.92,25.16,31
Burutu,Torugbene,2020,8,24.76,29.04,21.57,25.04,31
Burutu,Torugbene,2020,9,25.06,28.73,23.04,25.27,30
Burutu,Torugbene,2020,10,25.59,29.99,23.18,25.82,31
Burutu,Torugbene,2020,11,26.5,30.7,23.8,26.74,30
Burutu,Torugbene,2020,12,26.61,30.93,22.66,26.78,31
Burutu,Torugbene,2021,1,26.78,30.72,23.21,26.89,31
Burutu,Torugbene,2021,2,27.1,31.27,20.53,27.08,28
Burutu,Torugbene,2021,3,27.0,31.51,24.11,27.16,31
Burutu,Torugbene,2021,4,27.17,32.0,24.55,27.22,30
Burutu,Torugbene,2021,5,26.88,30.36,23.92,26.99,31
Burutu,Torugbene,2021,6,26.01,30.71,23.36,26.23,30
Burutu,Torugbene,2021,7,25.37,28.76,22.46,25.53,31
Burutu,Torugbene,2021,8,25.19,28.35,23.07,25.34,31
Burutu,Torugbene,2021,9,25.4,29.12,22.77,25.59,30
Burutu,Torugbene,2021,10,26.05,30.84,23.45,26.31,31
Burutu,Torugbene,2021,11,26.24,31.3,23.69,26.44,30
Burutu,Torugbene,2021,12,26.3,31.7,19.32,26.37,31
Burutu,Torugbene,2022,1,25.12,31.34,16.17,25.01,31
Burutu,Torugbene,2022,2,26.58,31.98,17.65,26.67,28
Burutu,Torugbene,2022,3,27.41,31.27,25.07,27.45,31
Burutu,Torugbene,2022,4,26.95,32.04,24.18,27.09,30
Burutu,Torugbene,2022,5,26.63,30.44,23.26,26.81,31
Burutu,Torugbene,2022,6,25.75,29.28,23.16,25.9,30
Burutu,Torugbene,2022,7,25.16,28.64,22.36,25.3,31
Burutu,Torugbene,2022,8,24.87,28.76,21.84,25.07,31
Burutu,Torugbene,2022,9,25.23,28.84,22.96,25.52,30
Burutu,Torugbene,2022,10,25.84,30.73,22.78,26.13,31
Burutu,Torugbene,2022,11,26.64,31.59,24.21,26.93,30
Burutu,Torugbene,2022,12,25.9,30.74,17.8,25.87,31
Burutu,Torugbene,2023,1,26.09,31.09,17.9,26.04,31
Burutu,Torugbene,2023,2,26.91,32.01,18.86,26.94,28
Burutu,Torugbene,2023,3,27.0,31.34,23.82,27.1,31
Burutu,Torugbene,2023,4,27.18,30.9,24.63,27.33,30
Burutu,Torugbene,2023,5,27.29,31.38,24.62,27.42,31
Burutu,Torugbene,2023,6,26.09,29.62,23.76,26.25,30
Burutu,Torugbene,2023,7,25.78,29.95,23.34,25.91,31
Burutu,Torugbene,2023,8,25.63,29.58,23.08,25.77,31
Burutu,Torugbene,2023,9,25.86,29.58,23.5,26.06,30
Burutu,Torugbene,2023,10,26.4,30.71,23.95,26.64,31
Burutu,Torugbene,2023,11,26.78,30.86,23.55,26.97,30
Burutu,Torugbene,2023,12,27.07,31.87,19.39,27.01,31
Burutu,Torugbene,2024,1,27.22,32.63,19.42,27.23,31
Burutu,Torugbene,2024,2,27.77,32.95,20.74,27.73,29
Burutu,Torugbene,2024,3,28.33,32.7,25.73,28.48,31
Burutu,Torugbene,2024,4,28.25,31.94,25.84,28.35,30
Burutu,Torugbene,2024,5,27.8,31.9,24.87,27.93,31
Burutu,Torugbene,2024,6,26.7,31.25,24.26,26.94,30
Burutu,Torugbene,2024,7,25.84,29.25,23.67,26.01,31
Burutu,Torugbene,2024,8,25.64,29.33,23.32,25.84,31
Burutu,Torugbene,2024,9,25.83,29.61,23.37,26.13,30
Burutu,Torugbene,2024,10,26.2,30.47,23.51,26.49,31
Burutu,Torugbene,2024,11,27.0,31.53,21.76,27.22,30
Burutu,Torugbene,2024,12,26.85,31.69,18.96,26.7,31
Burutu,Torugbene,2025,1,27.24,32.08,20.1,27.35,31
Burutu,Torugbene,2025,2,27.66,32.43,24.4,27.88,28
Burutu,Torugbene,2025,3,27.94,31.82,25.16,28.21,31
Burutu,Torugbene,2025,4,27.61,31.91,24.93,27.85,30
Burutu,Torugbene,2025,5,27.07,31.56,24.66,27.32,31
Burutu,Torugbene,2025,6,26.38,29.95,23.93,26.64,30
Burutu,Torugbene,2025,7,25.28,28.95,23.03,25.45,31
Burutu,Torugbene,2025,8,24.88,28.59,22.5,25.14,31
Burutu,Torugbene,2025,9,25.31,29.08,23.19,25.56,30
Burutu,Torugbene,2025,10,25.65,29.96,23.2,25.92,31
Burutu,Torugbene,2025,11,26.69,31.29,23.88,27.1,30
Burutu,Torugbene,2025,12,26.73,30.72,24.28,27.01,31
Burutu,Torugbene,2026,1,27.17,32.11,24.41,27.4,31
Burutu,Torugbene,2026,2,27.34,32.92,24.19,27.53,28
Burutu,Torugbene,2026,3,27.68,32.21,24.53,27.97,31
Burutu,Torugbene,2026,4,27.61,31.96,24.28,27.81,30
Burutu,Tuomo,2020,1,25.91,32.03,16.86,25.77,31
Burutu,Tuomo,2020,2,27.48,32.65,20.57,27.51,29
Burutu,Tuomo,2020,3,27.68,31.91,23.58,27.76,31
Burutu,Tuomo,2020,4,27.44,32.64,23.25,27.65,30
Burutu,Tuomo,2020,5,27.02,30.97,24.82,27.27,31
Burutu,Tuomo,2020,6,25.86,29.66,23.52,26.08,30
Burutu,Tuomo,2020,7,25.03,28.85,22.92,25.16,31
Burutu,Tuomo,2020,8,24.76,29.04,21.57,25.04,31
Burutu,Tuomo,2020,9,25.06,28.73,23.04,25.27,30
Burutu,Tuomo,2020,10,25.59,29.99,23.18,25.82,31
Burutu,Tuomo,2020,11,26.5,30.7,23.8,26.74,30
Burutu,Tuomo,2020,12,26.61,30.93,22.66,26.78,31
Burutu,Tuomo,2021,1,26.78,30.72,23.21,26.89,31
Burutu,Tuomo,2021,2,27.1,31.27,20.53,27.08,28
Burutu,Tuomo,2021,3,27.0,31.51,24.11,27.16,31
Burutu,Tuomo,2021,4,27.17,32.0,24.55,27.22,30
Burutu,Tuomo,2021,5,26.88,30.36,23.92,26.99,31
Burutu,Tuomo,2021,6,26.01,30.71,23.36,26.23,30
Burutu,Tuomo,2021,7,25.37,28.76,22.46,25.53,31
Burutu,Tuomo,2021,8,25.19,28.35,23.07,25.34,31
Burutu,Tuomo,2021,9,25.4,29.12,22.77,25.59,30
Burutu,Tuomo,2021,10,26.05,30.84,23.45,26.31,31
Burutu,Tuomo,2021,11,26.24,31.3,23.69,26.44,30
Burutu,Tuomo,2021,12,26.3,31.7,19.32,26.37,31
Burutu,Tuomo,2022,1,25.12,31.34,16.17,25.01,31
Burutu,Tuomo,2022,2,26.58,31.98,17.65,26.67,28
Burutu,Tuomo,2022,3,27.41,31.27,25.07,27.45,31
Burutu,Tuomo,2022,4,26.95,32.04,24.18,27.09,30
Burutu,Tuomo,2022,5,26.63,30.44,23.26,26.81,31
Burutu,Tuomo,2022,6,25.75,29.28,23.16,25.9,30
Burutu,Tuomo,2022,7,25.16,28.64,22.36,25.3,31
Burutu,Tuomo,2022,8,24.87,28.76,21.84,25.07,31
Burutu,Tuomo,2022,9,25.23,28.84,22.96,25.52,30
Burutu,Tuomo,2022,10,25.84,30.73,22.78,26.13,31
Burutu,Tuomo,2022,11,26.64,31.59,24.21,26.93,30
Burutu,Tuomo,2022,12,25.9,30.74,17.8,25.87,31
Burutu,Tuomo,2023,1,26.09,31.09,17.9,26.04,31
Burutu,Tuomo,2023,2,26.91,32.01,18.86,26.94,28
Burutu,Tuomo,2023,3,27.0,31.34,23.82,27.1,31
Burutu,Tuomo,2023,4,27.18,30.9,24.63,27.33,30
Burutu,Tuomo,2023,5,27.29,31.38,24.62,27.42,31
Burutu,Tuomo,2023,6,26.09,29.62,23.76,26.25,30
Burutu,Tuomo,2023,7,25.78,29.95,23.34,25.91,31
Burutu,Tuomo,2023,8,25.63,29.58,23.08,25.77,31
Burutu,Tuomo,2023,9,25.86,29.58,23.5,26.06,30
Burutu,Tuomo,2023,10,26.4,30.71,23.95,26.64,31
Burutu,Tuomo,2023,11,26.78,30.86,23.55,26.97,30
Burutu,Tuomo,2023,12,27.07,31.87,19.39,27.01,31
Burutu,Tuomo,2024,1,27.22,32.63,19.42,27.23,31
Burutu,Tuomo,2024,2,27.77,32.95,20.74,27.73,29
Burutu,Tuomo,2024,3,28.33,32.7,25.73,28.48,31
Burutu,Tuomo,2024,4,28.25,31.94,25.84,28.35,30
Burutu,Tuomo,2024,5,27.8,31.9,24.87,27.93,31
Burutu,Tuomo,2024,6,26.7,31.25,24.26,26.94,30
Burutu,Tuomo,2024,7,25.84,29.25,23.67,26.01,31
Burutu,Tuomo,2024,8,25.64,29.33,23.32,25.84,31
Burutu,Tuomo,2024,9,25.83,29.61,23.37,26.13,30
Burutu,Tuomo,2024,10,26.2,30.47,23.51,26.49,31
Burutu,Tuomo,2024,11,27.0,31.53,21.76,27.22,30
Burutu,Tuomo,2024,12,26.85,31.69,18.96,26.7,31
Burutu,Tuomo,2025,1,27.24,32.08,20.1,27.35,31
Burutu,Tuomo,2025,2,27.66,32.43,24.4,27.88,28
Burutu,Tuomo,2025,3,27.94,31.82,25.16,28.21,31
Burutu,Tuomo,2025,4,27.61,31.91,24.93,27.85,30
Burutu,Tuomo,2025,5,27.07,31.56,24.66,27.32,31
Burutu,Tuomo,2025,6,26.38,29.95,23.93,26.64,30
Burutu,Tuomo,2025,7,25.28,28.95,23.03,25.45,31
Burutu,Tuomo,2025,8,24.88,28.59,22.5,25.14,31
Burutu,Tuomo,2025,9,25.31,29.08,23.19,25.56,30
Burutu,Tuomo,2025,10,25.65,29.96,23.2,25.92,31
Burutu,Tuomo,2025,11,26.69,31.29,23.88,27.1,30
Burutu,Tuomo,2025,12,26.73,30.72,24.28,27.01,31
Burutu,Tuomo,2026,1,27.17,32.11,24.41,27.4,31
Burutu,Tuomo,2026,2,27.34,32.92,24.19,27.53,28
Burutu,Tuomo,2026,3,27.68,32.21,24.53,27.97,31
Burutu,Tuomo,2026,4,27.61,31.96,24.28,27.81,30
Patani,Abari,2020,1,25.04,35.07,14.5,24.38,31
Patani,Abari,2020,2,26.99,34.38,16.16,26.62,29
Patani,Abari,2020,3,27.63,34.65,22.01,27.7,31
Patani,Abari,2020,4,27.51,36.29,22.46,27.61,30
Patani,Abari,2020,5,27.21,34.08,23.39,27.31,31
Patani,Abari,2020,6,25.93,32.54,22.46,26.04,30
Patani,Abari,2020,7,25.07,31.64,21.78,25.18,31
Patani,Abari,2020,8,24.83,32.35,19.71,25.03,31
Patani,Abari,2020,9,25.27,32.02,21.85,25.4,30
Patani,Abari,2020,10,26.05,33.21,21.61,26.11,31
Patani,Abari,2020,11,27.05,33.23,22.55,27.01,30
Patani,Abari,2020,12,26.82,34.06,21.66,26.83,31
Patani,Abari,2021,1,26.81,34.0,18.33,26.7,31
Patani,Abari,2021,2,26.85,34.7,17.9,26.68,28
Patani,Abari,2021,3,27.02,33.83,22.82,27.07,31
Patani,Abari,2021,4,27.17,34.08,22.87,27.23,30
Patani,Abari,2021,5,26.78,32.55,23.21,26.83,31
Patani,Abari,2021,6,26.2,35.25,22.06,26.28,30
Patani,Abari,2021,7,25.13,30.63,20.56,25.24,31
Patani,Abari,2021,8,25.21,30.66,21.76,25.32,31
Patani,Abari,2021,9,25.63,32.18,22.27,25.71,30
Patani,Abari,2021,10,26.36,34.74,22.51,26.44,31
Patani,Abari,2021,11,26.65,33.67,22.55,26.71,30
Patani,Abari,2021,12,25.83,33.22,17.92,25.57,31
Patani,Abari,2022,1,24.53,33.76,14.22,24.21,31
Patani,Abari,2022,2,26.38,34.8,15.98,26.08,28
Patani,Abari,2022,3,27.39,35.24,23.67,27.46,31
Patani,Abari,2022,4,27.02,36.59,23.13,27.1,30
Patani,Abari,2022,5,26.81,34.29,22.29,26.87,31
Patani,Abari,2022,6,25.7,32.73,22.23,25.72,30
Patani,Abari,2022,7,25.24,30.92,21.1,25.37,31
Patani,Abari,2022,8,25.07,31.35,20.71,25.25,31
Patani,Abari,2022,9,25.41,32.58,22.06,25.55,30
Patani,Abari,2022,10,26.51,33.28,22.01,26.54,31
Patani,Abari,2022,11,27.05,33.61,21.12,27.0,30
Patani,Abari,2022,12,25.45,33.73,16.07,25.02,31
Patani,Abari,2023,1,25.33,33.11,15.42,24.98,31
Patani,Abari,2023,2,26.49,35.51,17.59,26.29,28
Patani,Abari,2023,3,26.81,33.51,22.45,26.84,31
Patani,Abari,2023,4,27.25,34.41,23.44,27.34,30
Patani,Abari,2023,5,27.42,34.49,22.69,27.47,31
Patani,Abari,2023,6,25.88,31.9,21.9,25.97,30
Patani,Abari,2023,7,26.02,32.7,21.81,26.11,31
Patani,Abari,2023,8,25.84,33.09,22.01,25.95,31
Patani,Abari,2023,9,26.16,33.52,22.78,26.27,30
Patani,Abari,2023,10,26.62,32.96,22.58,26.69,31
Patani,Abari,2023,11,26.98,33.99,22.95,27.0,30
Patani,Abari,2023,12,26.71,33.65,17.61,26.28,31
Patani,Abari,2024,1,26.71,34.98,15.32,26.21,31
Patani,Abari,2024,2,27.33,35.57,17.74,27.12,29
Patani,Abari,2024,3,28.38,35.86,24.61,28.46,31
Patani,Abari,2024,4,28.12,35.02,24.37,28.16,30
Patani,Abari,2024,5,27.63,35.05,23.3,27.69,31
Patani,Abari,2024,6,26.82,34.69,23.18,26.93,30
Patani,Abari,2024,7,25.82,31.6,22.46,25.95,31
Patani,Abari,2024,8,25.75,31.93,21.92,25.91,31
Patani,Abari,2024,9,26.16,32.9,22.48,26.33,30
Patani,Abari,2024,10,26.58,33.69,22.59,26.68,31
Patani,Abari,2024,11,27.05,33.61,19.3,26.87,30
Patani,Abari,2024,12,25.86,33.09,17.16,25.28,31
Patani,Abari,2025,1,26.83,34.21,17.15,26.69,31
Patani,Abari,2025,2,27.72,35.12,22.99,27.81,28
Patani,Abari,2025,3,28.17,35.11,24.04,28.37,31
Patani,Abari,2025,4,27.7,35.45,24.09,27.82,30
Patani,Abari,2025,5,27.26,34.44,23.09,27.38,31
Patani,Abari,2025,6,26.57,34.63,23.18,26.68,30
Patani,Abari,2025,7,25.22,31.3,21.89,25.37,31
Patani,Abari,2025,8,25.08,31.82,21.32,25.27,31
Patani,Abari,2025,9,25.59,32.53,22.08,25.75,30
Patani,Abari,2025,10,26.21,34.45,22.15,26.29,31
Patani,Abari,2025,11,27.27,33.72,22.84,27.32,30
Patani,Abari,2025,12,27.23,34.01,23.04,27.32,31
Patani,Abari,2026,1,27.07,33.73,22.2,27.08,31
Patani,Abari,2026,2,27.29,35.89,22.23,27.34,28
Patani,Abari,2026,3,27.89,34.98,22.14,28.06,31
Patani,Abari,2026,4,27.18,32.64,23.12,27.35,30
Patani,Agoloma,2020,1,25.55,32.93,15.93,25.19,31
Patani,Agoloma,2020,2,27.23,33.19,19.1,27.14,29
Patani,Agoloma,2020,3,27.41,32.89,21.67,27.53,31
Patani,Agoloma,2020,4,27.14,33.54,22.6,27.35,30
Patani,Agoloma,2020,5,26.81,31.63,23.93,27.04,31
Patani,Agoloma,2020,6,25.62,30.43,22.5,25.84,30
Patani,Agoloma,2020,7,24.87,30.02,22.11,25.09,31
Patani,Agoloma,2020,8,24.68,30.14,20.48,25.05,31
Patani,Agoloma,2020,9,24.99,29.83,22.2,25.24,30
Patani,Agoloma,2020,10,25.62,30.96,22.41,25.86,31
Patani,Agoloma,2020,11,26.64,31.37,23.22,26.86,30
Patani,Agoloma,2020,12,26.49,31.8,22.78,26.64,31
Patani,Agoloma,2021,1,26.65,31.69,20.16,26.76,31
Patani,Agoloma,2021,2,26.92,32.44,19.56,26.92,28
Patani,Agoloma,2021,3,26.71,32.08,23.29,26.86,31
Patani,Agoloma,2021,4,26.91,33.3,23.54,27.02,30
Patani,Agoloma,2021,5,26.61,31.14,23.76,26.75,31
Patani,Agoloma,2021,6,25.9,32.32,22.59,26.1,30
Patani,Agoloma,2021,7,25.11,29.49,21.56,25.32,31
Patani,Agoloma,2021,8,25.09,29.54,22.13,25.31,31
Patani,Agoloma,2021,9,25.4,29.95,22.44,25.63,30
Patani,Agoloma,2021,10,26.0,32.17,23.0,26.27,31
Patani,Agoloma,2021,11,26.15,31.81,22.83,26.35,30
Patani,Agoloma,2021,12,26.01,32.0,18.67,25.97,31
Patani,Agoloma,2022,1,24.8,31.84,15.08,24.6,31
Patani,Agoloma,2022,2,26.4,32.86,17.4,26.39,28
Patani,Agoloma,2022,3,27.09,32.09,24.17,27.21,31
Patani,Agoloma,2022,4,26.66,33.37,23.16,26.82,30
Patani,Agoloma,2022,5,26.45,31.24,22.81,26.63,31
Patani,Agoloma,2022,6,25.54,30.45,22.71,25.68,30
Patani,Agoloma,2022,7,24.99,29.45,21.53,25.23,31
Patani,Agoloma,2022,8,24.82,29.81,21.18,25.14,31
Patani,Agoloma,2022,9,25.21,30.55,22.54,25.53,30
Patani,Agoloma,2022,10,25.99,31.41,22.12,26.22,31
Patani,Agoloma,2022,11,26.69,32.38,22.94,26.92,30
Patani,Agoloma,2022,12,25.73,31.26,17.19,25.5,31
Patani,Agoloma,2023,1,25.68,31.87,16.87,25.53,31
Patani,Agoloma,2023,2,26.6,33.16,18.7,26.52,28
Patani,Agoloma,2023,3,26.65,32.26,22.94,26.72,31
Patani,Agoloma,2023,4,26.88,32.48,23.69,27.05,30
Patani,Agoloma,2023,5,27.09,32.56,23.65,27.25,31
Patani,Agoloma,2023,6,25.75,30.16,22.03,25.89,30
Patani,Agoloma,2023,7,25.71,31.07,22.51,25.88,31
Patani,Agoloma,2023,8,25.6,31.09,22.31,25.82,31
Patani,Agoloma,2023,9,25.87,30.88,23.12,26.1,30
Patani,Agoloma,2023,10,26.37,31.01,22.95,26.6,31
Patani,Agoloma,2023,11,26.6,31.59,23.0,26.77,30
Patani,Agoloma,2023,12,26.84,32.13,18.71,26.66,31
Patani,Agoloma,2024,1,27.03,33.5,16.99,26.87,31
Patani,Agoloma,2024,2,27.46,33.9,19.14,27.4,29
Patani,Agoloma,2024,3,28.11,33.9,24.94,28.25,31
Patani,Agoloma,2024,4,27.93,33.21,24.87,28.03,30
Patani,Agoloma,2024,5,27.44,32.28,23.02,27.57,31
Patani,Agoloma,2024,6,26.52,32.56,23.4,26.75,30
Patani,Agoloma,2024,7,25.59,30.36,22.59,25.84,31
Patani,Agoloma,2024,8,25.47,30.49,22.33,25.77,31
Patani,Agoloma,2024,9,25.88,30.55,22.8,26.24,30
Patani,Agoloma,2024,10,26.28,31.72,23.12,26.58,31
Patani,Agoloma,2024,11,26.97,32.27,21.05,27.14,30
Patani,Agoloma,2024,12,26.36,32.31,18.12,26.04,31
Patani,Agoloma,2025,1,26.96,32.87,18.63,27.01,31
Patani,Agoloma,2025,2,27.53,33.56,23.58,27.75,28
Patani,Agoloma,2025,3,27.73,33.36,24.29,28.03,31
Patani,Agoloma,2025,4,27.31,32.47,24.39,27.53,30
Patani,Agoloma,2025,5,26.87,32.16,23.85,27.1,31
Patani,Agoloma,2025,6,26.3,31.35,23.27,26.57,30
Patani,Agoloma,2025,7,25.12,29.94,22.03,25.39,31
Patani,Agoloma,2025,8,24.84,29.99,21.62,25.24,31
Patani,Agoloma,2025,9,25.29,30.73,22.44,25.61,30
Patani,Agoloma,2025,10,25.71,31.39,22.44,25.97,31
Patani,Agoloma,2025,11,26.89,32.09,23.44,27.27,30
Patani,Agoloma,2025,12,26.76,32.36,23.55,27.05,31
Patani,Agoloma,2026,1,27.0,32.49,23.19,27.17,31
Patani,Agoloma,2026,2,27.18,34.28,23.27,27.38,28
